,avg_price,price_std,min_price,max_price,avg_occupancy
linear,12.003296703296702,0.4563647514295566,10.934065934065934,12.912087912087912,0.40065934065934067
demand_based,10.87943257138794,0.506479105994868,10.073621052527834,12.320943877483785,0.40065934065934067
competitive,10.891247795245608,0.4981047803064754,10.073621052527834,12.320943877483785,0.40065934065934067
